sent	item	cond	recode	plausible	model	measure	rating
No plan is so unrealistic as to be made.	2	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	10.101268768310547
No mistake is so insignificant as to be corrected.	3	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	15.618853569030762
No TV show is so unsuccessful as to be continued.	4	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	14.870843887329102
No applicant is so inexperienced as to be accepted.	5	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	13.203593254089355
No position under siege is so insignificant as to be defended.	6	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	11.048482894897461
No decision is so unclear as to be made.	7	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	5.38422966003418
No teenager is so rebellious as to be accepted.	8	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	14.24909782409668
No heirloom is so worthless as to be inherited.	9	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	8.546857833862305
No objection is so negligible as to be considered.	10	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	14.660462379455566
No law is so ambiguous as to be interpreted correctly.	11	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	5.2072296142578125
No detail is so unimportant as to be dealt with.	12	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	6.7761311531066895
No problem is so insignificant as to be solved.	13	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	9.442282676696777
No chapter is so nonessential as to be read.	14	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	38.390262603759766
No memory is so fuzzy as to be remembered.	15	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	8.625589370727539
No article is so mediocre as to be published.	16	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	22.101415634155273
No fee is so unprofitable as to be implemented.	17	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	12.86190414428711
No lecture is so boring as to be attended.	18	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	18.538570404052734
No exam is so useless as to be implemented.	19	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	36.156742095947266
No potential habitat is so nutrient-poor as to be inhabited.	20	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	10.430286407470703
No artificial ingredient is so harmless as to be used.	21	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	12.530766487121582
No possible conversation topic is so unemotional as to be brought up.	22	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	25.558929443359375
No anonymous tip is so vague as to be taken.	23	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	8.678401947021484
No computer game is so harmless as to be stopped.	24	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	15.285921096801758
No physics theory is so implausible as to be developed.	25	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	24.69341278076172
No amateur play is so unoriginal as to be attended.	26	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	26.465688705444336
No financial aid package is so small as to be issued.	27	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	6.479461669921875
No social security payment is so small as to be cashed.	28	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	7.710157871246338
No wording is so imprecise as to be understood.	29	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	15.479537963867188
No plea for clemency is so unreasonable as to be considered.	30	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	12.569380760192871
No muscle spasm is so painless as to be treated.	31	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	15.179037094116211
No return on investments is so unprofitable as to be managed.	32	so-impl-qpl	No..so..treated	implausible	bert-base-cased	ppl	9.35288143157959
No head injury is so trivial as to be ignored.	1	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	9.826242446899414
No plan is so unrealistic as to be rejected.	2	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	13.613688468933105
No mistake is so insignificant as to be overlooked.	3	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	17.524749755859375
No TV show is so unsuccessful as to be discontinued.	4	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	17.020769119262695
No applicant is so inexperienced as to be rejected.	5	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	14.066709518432617
No position under siege is so insignificant as to be abandoned.	6	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	13.735328674316406
No decision is so unclear as to be postponed.	7	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	12.987778663635254
No teenager is so rebellious as to be marginalized.	8	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	16.01291275024414
No heirloom is so worthless as to be thrown out.	9	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	8.142586708068848
No objection is so negligible as to be ignored.	10	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	16.847864151000977
No law is so ambiguous as to be misinterpreted.	11	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	18.324993133544922
No detail is so unimportant as to be left out.	12	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	6.595721244812012
No problem is so insignificant as to be ignored.	13	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	16.133750915527344
No chapter is so nonessential as to be skipped.	14	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	53.371917724609375
No memory is so fuzzy as to be forgotten.	15	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	10.211295127868652
No article is so mediocre as to go unpublished.	16	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	72.44395446777344
No fee is so unprofitable as to be waived.	17	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	5.924127578735352
No lecture is so boring as to be skipped.	18	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	16.03472900390625
No exam is so useless as to be canceled.	19	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	21.942340850830078
No potential habitat is so nutrient-poor as to be uninhabited.	20	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	10.459867477416992
No artificial ingredient is so harmless as to be abandoned.	21	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	25.237220764160156
No possible conversation topic is so unemotional as to be left out.	22	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	26.459583282470703
No anonymous tip is so vague as to be neglected.	23	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	13.458412170410156
No computer game is so harmless as to be released.	24	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	17.37468719482422
No physics theory is so implausible as to be dismissed.	25	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	22.102130889892578
No amateur play is so unoriginal as to be missed.	26	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	29.695194244384766
No financial aid package is so small as to be cut.	27	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	13.440739631652832
No social security payment is so small as to be missed.	28	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	6.53753137588501
No wording is so imprecise as to be misunderstood.	29	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	26.82052230834961
No plea for clemency is so unreasonable as to be rejected.	30	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	10.275879859924316
No muscle spasm is so painless as to be overlooked.	31	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	17.15167236328125
No return on investments is so unprofitable as to be disregarded.	32	so-pl-qpl	No..so..ignored	plausible	bert-base-cased	ppl	7.802820205688477
Head injuries should be treated, no matter how trivial they are.	1		world knowledge		bert-base-cased	ppl	6.603389739990234
Plans can be made, no matter how unrealistic they are.	2		world knowledge		bert-base-cased	ppl	3.68857741355896
Mistakes should be corrected, no matter how insignificant they are.	3		world knowledge		bert-base-cased	ppl	20.171321868896484
TV shows can stay on the air, no matter how unsuccessful they are.	4		world knowledge		bert-base-cased	ppl	3.071486711502075
Applicants can be accepted, no matter how inexperienced they are.	5		world knowledge		bert-base-cased	ppl	13.002805709838867
Positions under siege should be defended, no matter how insignificant they are.	6		world knowledge		bert-base-cased	ppl	20.267133712768555
Decisions can be made, no matter how unclear they are.	7		world knowledge		bert-base-cased	ppl	4.05615758895874
Teenagers should be accepted, no matter how rebellious they are.	8		world knowledge		bert-base-cased	ppl	7.594045162200928
Heirlooms can be inherited, no matter how worthless they are.	9		world knowledge		bert-base-cased	ppl	13.364381790161133
Objections should be considered, no matter how negligible they are.	10		world knowledge		bert-base-cased	ppl	9.24231243133545
Laws can be interpreted correctly, no matter how ambiguous they are.	11		world knowledge		bert-base-cased	ppl	3.5414321422576904
Details should be dealt with, no matter how unimportant they are.	12		world knowledge		bert-base-cased	ppl	9.097084999084473
Problems should be dealt with, no matter how insignificant they are.	13		world knowledge		bert-base-cased	ppl	7.175816535949707
Chapters should be read, no matter how nonessential they are.	14		world knowledge		bert-base-cased	ppl	27.490957260131836
Memories can be remembered, no matter how fuzzy they are.	15		world knowledge		bert-base-cased	ppl	3.559047222137451
Articles can be published, no matter how mediocre they are.	16		world knowledge		bert-base-cased	ppl	11.607534408569336
Fees should be charged, no matter how unprofitable they are.	17		world knowledge		bert-base-cased	ppl	6.586202621459961
Lectures should be attended, no matter how boring they are.	18		world knowledge		bert-base-cased	ppl	6.776438236236572
Exams should be given, no matter how useless they are.	19		world knowledge		bert-base-cased	ppl	12.426203727722168
Potential habitats can be inhabited, no matter how nutrient-poor they are.	20		world knowledge		bert-base-cased	ppl	9.620121002197266
Artificial ingredients should be abandoned, no matter how harmless they are.	21		world knowledge		bert-base-cased	ppl	17.60698890686035
Possible conversation topics can be brought up, no matter how unemotional they are.	22		world knowledge		bert-base-cased	ppl	19.225984573364258
Anonymous tips should be acted on, no matter how vague they are.	23		world knowledge		bert-base-cased	ppl	12.42138957977295
Computer games can be banned, no matter how harmless they are.	24		world knowledge		bert-base-cased	ppl	6.026523590087891
Physics theories can be developed, no matter how implausible they are.	25		world knowledge		bert-base-cased	ppl	19.373239517211914
Amateur plays can be attended, no matter how unoriginal they are.	26		world knowledge		bert-base-cased	ppl	30.824504852294922
Financial aid packages should be issued, no matter how small they are.	27		world knowledge		bert-base-cased	ppl	5.110856056213379
Social security payments should be cashed, no matter how small they are.	28		world knowledge		bert-base-cased	ppl	4.399876594543457
Wordings can be understood, no matter how imprecise they are.	29		world knowledge		bert-base-cased	ppl	15.776476860046387
Pleas for clemency should be considered, no matter how unreasonable they are.	30		world knowledge		bert-base-cased	ppl	10.834601402282715
Muscle spasms should be treated, no matter how painless they are.	31		world knowledge		bert-base-cased	ppl	8.98924732208252
Returns on investment can be managed, no matter how unprofitable they are.	32		world knowledge		bert-base-cased	ppl	5.8718061447143555
No head injury is too trivial to be ignored.	1	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	5.5495452880859375
No plan is too unrealistic to be rejected.	2	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	11.273897171020508
No mistake is too insignificant to be overlooked.	3	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	7.134222030639648
No TV show is too unsuccessful to be discontinued.	4	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	10.283771514892578
No applicant is too inexperienced to be rejected.	5	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	4.823414325714111
No position under siege is too insignificant to be abandoned.	6	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	6.419320583343506
No decision is too unclear to be postponed.	7	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	13.23197078704834
No teenager is too rebellious to be marginalized.	8	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	16.153808049857616
No heirloom is too worthless to be thrown out.	9	de-implsb-qneg	No..too..ignored	implausible	bert-base-cased	final	5.306337833404541
